Transformation,Core SMILES,Monomer SMILES,Product SMILES,Alkyl Group SMILES [Core],Alkyl Group SMILES [X],Salt,Salt Ratio,Yield (%),Yield,Purified,C(sp3)-X Substitution,Main C(sp3) substituent Type,Remote FG,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1=CC=CC=C1.[K+],O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,,,10,0.1006,1.2,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,ClCc1ccccc1,O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,20,0.2039,8,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]CC1=CC=CC=C1,O=C1COCc2nc3ccc(Cc4ccccc4)cn3c12,[Core]CC1=CC=CC=C1,[X]CC1=CC=CC=C1,TFA,1,27,0.2651,10.4,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCc1ccncc1,,[Core]CC1=CC=NC=C1,[X]CC1=CC=NC=C1,,,6,0.0621,1.9,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCc1ccncc1,,[Core]CC1=CC=NC=C1,[X]CC1=CC=NC=C1,TFA,1,6,0.0647,3.2,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCc1ccncc1,,[Core]CC1=CC=NC=C1,[X]CC1=CC=NC=C1,,,8,0.0838,4.175,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCc1ccncc1,,[Core]CC1=CC=NC=C1,[X]CC1=CC=NC=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)Cc1cncnc1,,[Core]CC1=CN=CN=C1,[X]CC1=CN=CN=C1,,,4,0.0391,1.2,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)Cc1cncnc1,,[Core]CC1=CN=CN=C1,[X]CC1=CN=CN=C1,TFA,1,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)Cc1cncnc1,,[Core]CC1=CN=CN=C1,[X]CC1=CN=CN=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)Cc1cncnc1,,[Core]CC1=CN=CN=C1,[X]CC1=CN=CN=C1,,,0,0,0,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCc1ccccn1,,[Core]CC1=NC=CC=C1,[X]CC1=NC=CC=C1,,,15,0.1537,4.7,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCc1ccccn1,,[Core]CC1=NC=CC=C1,[X]CC1=NC=CC=C1,TFA,1,7,0.0688,3.4,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCc1ccccn1,,[Core]CC1=NC=CC=C1,[X]CC1=NC=CC=C1,,,6,0.063558,3.168,1 - Primary,aryl/heteroaryl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCc1ccccn1,,[Core]CC1=NC=CC=C1,[X]CC1=NC=CC=C1,,,12,0.1212,4.4,1 - Primary,aryl/heteroaryl,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1CCC1.[K+],C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,28,0.2826,7.5,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCC1CCC1,C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,21,0.2065,5.7,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)CC1CCC1,C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1CCC1.[K+],C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,1,0.0094,0.2,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrCC1CCC1,C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,24,0.2355,5,1 - Primary,alkyl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]CC1CCC1,C(C1CCC1)c2cccc(c2)n3cccn3,[Core]CC1CCC1,[X]CC1CCC1,,,0,0,0,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCC1CCC1,CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,16,0.1633,7.6,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1CCC1.[K+],CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,17,0.1718,8,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)CC1CCC1,CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1CCC1.[K+],CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,,,30,0.298,7.7,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCC1CCC1,CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,,,14,0.1357,,1 - Primary,alkyl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]CC1CCC1,CN1CCN(Cc2ccc(CC3CCC3)cc2)CC1,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,47,0.4699,17.5,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1CCC1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,,,18,0.177,7.7,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCC1CCC1,C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,,,34,0.335,15.7,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,OC(=O)CC1CCC1,C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,,,2,0.0244,1.1,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1CCC1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,,,52,0.5187,18.7,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCC1CCC1,C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,,,69,0.6935,25,1 - Primary,alkyl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]CC1CCC1,C[C@@H]1CN(CCN1c2ncc(CC3CCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,103,1.0326,49,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1CCC1.[K+],O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,,,19,0.1873,6,1 - Primary,alkyl,--,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCC1CCC1,O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,,,25,0.2491,8.3,1 - Primary,alkyl,--,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,OC(=O)CC1CCC1,O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,,,0,0,0,1 - Primary,alkyl,--,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1CCC1.[K+],O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,,,27,0.273,7,1 - Primary,alkyl,--,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,BrCC1CCC1,O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,,,44,0.4408,,1 - Primary,alkyl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]CC1CCC1,O=C1COCc2nc3ccc(CC4CCC4)cn3c12,[Core]CC1CCC1,[X]CC1CCC1,TFA,1,28,0.2754,10.2,1 - Primary,alkyl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]Cc1ccc2ccccc2c1,C1(N2N=CC=C2)=CC=CC(CC3=CC(C=CC=C4)=C4C=C3)=C1,[Core]Cc1ccc2ccccc2c1,[X]Cc1ccc2ccccc2c1,,,79,0.79,20.26,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]Cc1ccc2ccccc2c1,CN1CCN(Cc2ccc(Cc3ccc4ccccc4c3)cc2)CC1,[Core]Cc1ccc2ccccc2c1,[X]Cc1ccc2ccccc2c1,TFA,1,53,0.5287,23.5,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]Cc1ccc2ccccc2c1,C[C@@H]1CN(CCN1c2ncc(Cc3ccc4ccccc4c3)cn2)C(=O)COC(C)(C)C,[Core]Cc1ccc2ccccc2c1,[X]Cc1ccc2ccccc2c1,TFA,1,42,0.419,22.9,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]Cc1ccc2ccccc2c1,O=C1COCc2nc3ccc(Cc4ccc5ccccc5c4)cn3c12,[Core]Cc1ccc2ccccc2c1,[X]Cc1ccc2ccccc2c1,TFA,1,11,0.113,5,1 - Primary,aryl/heteroaryl,--,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,Br[Zn]CC1CCCCC1,C1(N2N=CC=C2)=CC=CC(CC3CCCCC3)=C1,[Core]CC1CCCCC1,[X]CC1CCCCC1,,,56,0.558,12.03,1 - Primary,alkyl,--,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,Br[Zn]CC1CCCCC1,CN1CCN(Cc2ccc(CC3CCCCC3)cc2)CC1,[Core]CC1CCCCC1,[X]CC1CCCCC1,TFA,1,32,0.3171,12.7,1 - Primary,alkyl,--,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,Br[Zn]CC1CCCCC1,C[C@@H]1CN(CCN1c2ncc(CC3CCCCC3)cn2)C(=O)COC(C)(C)C,[Core]CC1CCCCC1,[X]CC1CCCCC1,TFA,1,23,0.2328,11.7,1 - Primary,alkyl,--,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,Br[Zn]CC1CCCCC1,O=C1COCc2nc3ccc(CC4CCCCC4)cn3c12,[Core]CC1CCCCC1,[X]CC1CCCCC1,TFA,1,25,0.2485,9.9,1 - Primary,alkyl,--,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,11,0.1134,4.2,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(CBr)C1,CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,31,0.3142,12.8,1 - Primary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,42,0.418,13.1,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(CBr)C1,CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
Negishi-Pd,BrC1=CC(N2N=CC=C2)=CC=C1,CC(C)(C)OC(=O)N1CC(C[Zn]I)C1,CC(C)(C)OC(=O)N1CC(Cc2cccc(c2)n3cccn3)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,89,0.89,25.1,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(CBr)C1,CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,31,0.3142,18.6,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,59,0.5925,21.3,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(CBr)C1,CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,16,0.1641,,1 - Primary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(C[Zn]I)C1,CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,71,0.7074,33.5,1 - Primary,alkyl,carbamate/amide,,,
Negishi-Pd,CN1CCN(CC(C=C2)=CC=C2Br)CC1,CC(C)(C)OC(=O)N1CC(C[Zn]I)C1,CN1CCN(Cc2ccc(CC3CN(C3)C(=O)OC(C)(C)C)cc2)CC1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,85,0.85,30.68,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,15,0.1508,8.4,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(CBr)C1,C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,55,0.5533,33.2,1 - Primary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,52,0.5243,24.2,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(CBr)C1,C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,34,0.33795,31.2,1 - Primary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,CC(C)(C)OC(=O)N1CC(C[Zn]I)C1,C[C@@H]1CN(CCN1c2ncc(CC3CN(C3)C(=O)OC(C)(C)C)cn2)C(=O)COC(C)(C)C,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,4,0.0357,1.6,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(CBr)C1,CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,34,0.3379,15.7,1 - Primary,alkyl,carbamate/amide,,,
COOH-Ni-photoredox,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(CC(=O)O)C1,CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,0,0,0,1 - Primary,alkyl,carbamate/amide,,,
BF3K-Pd-Suzuki,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,F[B-](F)(F)CC1CN(C(OC(C)(C)C)=O)C1.[K+],CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,,,23,0.2294,8.2,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-Weix,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(CBr)C1,CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,4,0.0445,2.1,1 - Primary,alkyl,carbamate/amide,,,
Negishi-Pd,O=C(COC1)C2=C1N=C3N2C=C(Br)C=C3,CC(C)(C)OC(=O)N1CC(C[Zn]I)C1,CC(C)(C)OC(=O)N1CC(Cc2ccc3nc4COCC(=O)c4n3c2)C1,[Core]CC1CN(C1)C(=O)OC(C)(C)C,[X]CC1CN(C1)C(=O)OC(C)(C)C,TFA,1,31,0.3139,14.8,1 - Primary,alkyl,carbamate/amide,,,
CEC-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,BrCC1COC1,C(C1COC1)c2cccc(c2)n3cccn3,[Core]CC1COC1,[X]CC1COC1,,,27,0.2657,7.4,1 - Primary,alkyl,ether,,,
COOH-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,OC(=O)CC1COC1,C(C1COC1)c2cccc(c2)n3cccn3,[Core]CC1COC1,[X]CC1COC1,,,5,0.0485,1.3,1 - Primary,alkyl,ether,,,
BF3K-Pd-Suzuki,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1COC1.[K+],C(C1COC1)c2cccc(c2)n3cccn3,[Core]CC1COC1,[X]CC1COC1,,,8,0.084,1.8,1 - Primary,alkyl,ether,,,
CEC-Ni-Weix,BrC1=CC(N2N=CC=C2)=CC=C1,BrCC1COC1,C(C1COC1)c2cccc(c2)n3cccn3,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,BrC1=CC(N2N=CC=C2)=CC=C1,F[B-](F)(F)CC1COC1.[K+],C(C1COC1)c2cccc(c2)n3cccn3,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCC1COC1,CN1CCN(Cc2ccc(CC3COC3)cc2)CC1,[Core]CC1COC1,[X]CC1COC1,TFA,1,23,0.2329,10.9,1 - Primary,alkyl,ether,,,
COOH-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,OC(=O)CC1COC1,CN1CCN(Cc2ccc(CC3COC3)cc2)CC1,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Pd-Suzuki,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1COC1.[K+],CN1CCN(Cc2ccc(CC3COC3)cc2)CC1,[Core]CC1COC1,[X]CC1COC1,,,26,0.2612,6.8,1 - Primary,alkyl,ether,,,
CEC-Ni-Weix,CN1CCN(CC(C=C2)=CC=C2Br)CC1,BrCC1COC1,CN1CCN(Cc2ccc(CC3COC3)cc2)CC1,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
BF3K-Ni-photoredox,CN1CCN(CC(C=C2)=CC=C2Br)CC1,F[B-](F)(F)CC1COC1.[K+],CN1CCN(Cc2ccc(CC3COC3)cc2)CC1,[Core]CC1COC1,[X]CC1COC1,,,0,0,0,1 - Primary,alkyl,ether,,,
CEC-Ni-photoredox,O=C(COC(C)(C)C)N(CC1)C[C@@H](C)N1C2=NC=C(Br)C=N2,BrCC1COC1,C[C@@H]1CN(CCN1c2ncc(CC3COC3)cn2)C(=O)COC(C)(C)C,[Core]CC1COC1,[X]CC1COC1,,,25,0.2525,11.9,1 - Primary,alkyl,ether,,,
